post_code,seq_key,fips,pub_seq,lib_code,name,addr,city,zip,zip4,phone,service_pop,num_main,num_branch,num_bookmobile,num_other,fte_lib_ms,fte_lib,fte_other,fte_tot,inc_local,inc_state,inc_fed,inc_other,inc_total,opx_sal,opx_ben,opx_tot_st,opx_tot_cl,opx_oth,opx_total,cap_outlay,col_books,col_audio,col_film,col_video,col_c_serial,pshours,attendance,reference_trans,circulation,ill_out,ill_in
OK,0017,40,0017,CARNEGIE,CARNEGIE PUBLIC LIBRARY,CARNEGIE MEM BLDG,CARNEGIE,73015,,4056541980,2400,1,0,0,1,0,0.2,0,0.2,4450,0,0,1750,6200,1571,0,1571,2692,3030,7293,478,6840,2,0,38,10,678,1300,312,2976,0,25
OK,0018,40,0018,CHANDLER,CHANDLER PUBLIC LIBRARY,1001 STEELE AVE,CHANDLER,74834,,4052580890,3400,1,0,0,1,0,1,0.2,1.2,19318,1875,0,474,21667,14129,3436,17565,3572,1205,22342,0,9239,7,0,57,5,1675,4160,520,4537,0,77
OK,0019,40,0019,CHELSEA,CHELSEA PUBLIC LIBRARY,1101 SOUTH ASH,CHELSEA,74016,,9187893364,2100,1,0,0,0,0.75,0.75,0,0.75,3600,1158,430,6700,11888,6190,0,6190,675,4307,11172,0,1600,50,0,4,8,1700,5200,1040,4546,0,0
OK,0020,40,0020,CHEROKEE,CHEROKEE - CITY COUNTY LIBRARY,602 SOUTH GRAND,CHEROKEE,73728,,4055962366,6800,1,0,0,3,0,0.7,0,0.7,15620,0,0,700,16320,7780,811,8591,4900,750,14241,0,25008,0,0,0,12,1400,4160,1040,3400,0,15
OK,0021,40,0021,CHICKASHA,CHICKASHA PUBLIC LIBRARY,527 IOWA AVENUE,CHICKASHA,73018,,4052245424,17400,1,0,0,1,1,2,4,6,129757,9594,4776,5590,149717,79027,12892,91919,31900,20626,144445,5590,78091,1929,0,10,172,2650,86320,17108,146842,0,271
OK,0022,40,0022,CLAREMORE,CLAREMORE - WILL ROGERS LIBRARY,121 N WEENONAH,CLAREMORE,74017,,9183411564,15000,1,0,0,0,0,4.13,1,5.13,136585,8271,0,2688,147544,77425,15000,92425,42080,5925,140430,0,41957,0,27,0,89,2500,49504,19500,88053,3,0
OK,0023,40,0023,CLEVELAND,CLEVELAND PUBLIC LIBRARY,111 W DELAWARE,CLEVELAND,74020,,9183582676,3200,1,0,0,0,0,0.75,0,0.75,12100,0,0,0,12100,8100,300,8400,3450,250,12100,0,12461,0,0,0,3,1500,5200,624,13032,0,62
OK,0025,40,0025,COWETA,COWETA PUBLIC LIBRARY,101 EAST SYCAMORE,COWETA,74429,,9184862189,5900,1,0,0,0,0,2,0.5,2.5,41116,3253,0,800,45169,27900,9000,36900,8581,1094,46575,0,19891,0,0,0,8,2400,13104,520,20478,0,87
OK,0026,40,0026,CRESCENT,CRESCENT COMMUNITY LIBRARY,400 EAST MONROE,CRESCENT,73028,,4059693779,1800,1,0,0,0,0,0.4,0,0.4,5208,0,0,2187,7395,4126,0,4126,540,214,4880,204,6688,0,0,0,2,800,2080,520,2600,0,25
OK,0027,40,0027,CUSHING,CUSHING PUBLIC LIBRARY,215 NORTH STEELE,CUSHING,74023,3319,9182254188,8700,1,0,0,2,0,3,0.5,3.5,87610,4797,6000,1000,99407,56100,13610,69710,15795,13600,99105,2354,47000,250,0,0,140,3100,10400,2080,58877,15,200
OK,0029,40,0029,DEWEY,DEWEY - TYLER MEMORIAL LIBRARY,821 N SHAWNEE,DEWEY,74029,,9185342106,4100,1,0,0,1,0,1.5,0.06,1.56,32635,0,0,104,32739,22195,3315,25510,2872,4357,32739,0,16322,103,0,36,26,2400,15132,1456,21063,0,39
OK,0030,40,0030,DRUMRIGHT,DRUMRIGHT PUBLIC LIBRARY,310 W BROADWAY,DRUMRIGHT,74030,,9183522228,3600,1,0,0,0,0,0.75,0,0.75,14275,0,0,1540,15815,7994,1200,9194,3578,2114,14886,0,24738,195,0,11,3,1500,1248,364,6050,0,4
OK,0031,40,0031,DUNCAN,DUNCAN PUBLIC LIBRARY,815 ASH,DUNCAN,73533,,4052550636,23500,1,0,0,0,1,1,6,7,200455,12957,0,2370,215782,110264,28191,138455,32639,37205,208299,0,62999,2963,0,125,161,2600,130000,20800,143724,0,217
OK,0032,40,0032,DURANT,DURANT - ROBERT L WILLIAMS PUBLIC LIBRARY,323 WEST BEECH,DURANT,74701,,4059243486,12800,1,0,0,2,0,2,2.13,4.13,106726,7058,11568,17466,142818,58943,12606,71549,25011,25045,121605,0,24950,422,51,36,57,2600,26676,1040,49735,0,273
OK,0033,40,0033,EL RENO,EL RENO CARNEGIE LIBRARY,215 E WADE,EL RENO,73036,2753,4052622409,17400,1,0,0,2,0,3,2,5,100965,9594,0,14935,125494,55976,11305,67281,25847,13820,106948,0,56293,125,0,155,160,2600,54652,52000,108608,3,59
OK,0034,40,0034,ELK CITY,ELK CITY CARNEGIE LIBRARY,221 WEST BROADWAY,ELK CITY,73644,,4052250136,12900,1,0,0,1,0.5,2.8,2.5,5.3,101250,7113,0,757,109120,52500,14250,66750,21113,14977,102840,0,39775,252,218,99,67,2100,41600,9308,88102,0,118
OK,0035,40,0035,ENID,ENID-PUBLIC LIBRARY OF ENID AND GARFIELD CO,120 WEST MAINE,ENID,73702,,4052346313,64600,1,0,0,1,2.88,4.88,14.65,19.53,435928,35619,12665,0,484212,250535,34325,284860,81352,119900,486112,0,90797,6152,0,528,178,3300,114400,9932,368094,2895,1313
OK,0036,40,0036,FAIRFAX,FAIRFAX PUBLIC LIBRARY,158 EAST ELM,FAIRFAX,74637,,9186425535,2000,1,0,0,0,0,0.6,0.38,0.98,15669,1103,0,1904,18676,9212,2457,11669,5276,1616,18561,0,18213,342,50,135,34,750,6084,468,9987,0,20
OK,0037,40,0037,FAIRVIEW,FAIRVIEW CITY LIBRARY,100 S 7TH,FAIRVIEW,73737,0419,4052272190,3600,1,0,0,3,0,2,0,2,31600,1985,0,0,33585,23400,1800,25200,8385,0,33585,0,24761,168,0,187,28,2350,16016,2964,25429,0,272
OK,0038,40,0038,FREDERICK,FREDERICK PUBLIC LIBRARY,200 EAST GRAND,FREDERICK,73542,,4053353601,5800,1,0,0,0,0,1.5,0,1.5,26708,3198,4000,0,33906,21672,3690,25362,2620,5310,33292,614,14493,32,1,126,33,2100,11804,572,15247,3,135
OK,0039,40,0039,GEARY,GEARY PUBLIC LIBRARY,125 NORTH BROADWAY,GEARY,73040,0216,4058842372,2000,1,0,0,1,0,0.5,0,0.5,7500,1103,0,468,9071,4480,299,4779,3552,623,8954,0,10532,0,0,0,7,800,3120,312,6028,0,185
OK,0040,40,0040,GRANDFIELD,GRANDFIELD PUBLIC LIBRARY,101 W 2ND,GRANDFIELD,73546,,4054795533,1350,1,0,0,1,0,0.9,0,0.9,13480,744,1000,0,15224,10414,666,11080,4144,0,15224,0,9034,293,67,3,30,1100,5304,1040,11702,0,96
OK,0041,40,0041,GUTHRIE,GUTHRIE PUBLIC LIBRARY,201 N DIVISION,GUTHRIE,73044,3201,4052820050,12600,1,0,0,1,2,2,3.25,5.25,103274,6947,0,6830,117051,72248,12347,84595,18108,13481,116184,0,26289,362,0,0,130,2950,29692,4888,78226,0,359
OK,0042,40,0042,GUYMON,GUYMON PUBLIC LIBRARY,206 W. 5TH,GUYMON,73942,,4053387330,8900,1,0,0,0,0,0.9,3.5,4.4,97635,0,5584,2890,106109,37762,10697,48459,13607,8240,70306,22440,31222,0,0,38,41,2225,19760,1300,58501,17,824
OK,0043,40,0043,HENNESSEY,HENNESSEY PUBLIC LIBRARY,500 BLOCK S MAIN,HENNESSEY,73742,,4058532073,2500,1,0,0,1,0,1,1,2,21470,0,0,3385,24855,14950,3320,18270,4286,2117,24673,0,23866,0,0,0,25,2000,6032,13520,19633,2,300
OK,0044,40,0044,HENRYETTA,HENRYETTA PUBLIC LIBRARY,6TH AND MAIN,HENRYETTA,74437,,9186527377,6400,1,0,0,2,0,1.75,1.03,2.78,59375,3529,0,4944,67848,32889,9867,42756,9739,15533,68028,0,42896,700,2,53,104,2175,23920,4420,35433,2,105
OK,0045,40,0045,HINTON,HINTON - NORMAN SMITH MEMORIAL LIBRARY,115 E MAIN,HINTON,73047,,4055426167,1750,1,0,0,0,0,0.6,0,0.6,1200,965,0,3820,5985,3117,501,3618,465,3115,7198,0,10269,0,0,0,0,1150,1612,260,2958,0,2
OK,0046,40,0046,HOBART,HOBART PUBLIC LIBRARY,200 S MAIN,HOBART,73651,,4057262535,4900,1,0,0,1,0,1.5,0.3,1.8,34333,2702,0,10418,47453,26290,1826,28116,10349,8765,47230,0,36398,153,0,15,33,2030,22672,1508,39609,2,181
OK,0047,40,0047,HOLDENVILLE,HOLDENVILLE - GRACE PICKENS PUBLIC LIBRARY,209 E 9TH ST,HOLDENVILLE,74848,,4053793245,5400,1,0,0,1,0,2,0.55,2.55,33891,2977,47250,1044,85162,30359,5545,35904,7258,15186,58348,23944,15597,138,2,70,50,2100,5200,2600,13457,0,170
OK,0048,40,0048,HOMINY,HOMINY PUBLIC LIBRARY,121 WEST MAIN,HOMINY,74035,,9188854486,3400,1,0,0,1,0.8,0.8,1,1.8,17909,1875,23566,335,43685,14192,3717,17909,2216,1583,21708,56390,8575,20,0,0,8,2450,13936,780,10416,0,105
OK,0049,40,0049,HOOKER,HOOKER - OLIVE WARNER MEMORIAL,111 S BROADWAY,HOOKER,73945,,4056522835,1900,1,0,0,0,0,0.4,0.9,1.3,9250,1048,0,3280,13578,6189,424,6613,5500,1934,14047,0,21909,36,0,4,2,900,5252,74,8307,0,44
OK,0050,40,0050,INOLA,INOLA PUBLIC LIBRARY,1ST & BROADWAY,INOLA,74036,,9185438862,1750,1,0,0,0,0,0.7,0,0.7,12122,965,0,297,13384,8772,150,8922,5002,2562,16486,300,9130,0,0,0,2,1775,7800,780,12600,0,13
OK,0051,40,0051,KAW CITY,KAW CITY PUBLIC LIBRARY,900 MORGAN SQUARE E,KAW CITY,74641,,4052692525,300,1,0,0,0,0,1,0,1,860,0,0,0,860,360,0,360,500,0,860,0,2600,0,0,0,0,2100,936,260,459,0,0
OK,0052,40,0052,KINGFISHER,KINGFISHER MEMORIAL LIBRARY,P.O. Box 119,KINGFISHER,73750,,4053753384,5000,1,0,0,1,0,4,0,4,88574,2757,0,0,91331,49549,16516,66065,9720,15546,91331,0,32794,12,8,10,57,2650,39780,2340,31546,0,365
OK,0053,40,0053,KONAWA,KONAWA MEMORIAL LIBRARY,CITY HALL,KONAWA,74849,,4050000000,1850,1,0,0,0,0,0,0,0,114,0,0,10,124,0,0,0,21,114,135,0,7500,0,0,0,3,1000,156,0,13,0,0
OK,0054,40,0054,LAWTON,LAWTON PUBLIC LIBRARY,110 S W 4TH ST,LAWTON,73501,4076,4055813450,87700,1,0,0,2,6.4,6.4,12.1,18.5,571685,48356,29649,1087,650777,347573,64030,411603,93063,141062,645728,5099,123173,2623,162,320,365,4000,299728,22048,359209,878,1756
OK,0055,40,0055,LINDSAY,LINDSAY COMMUNITY LIBRARY,112 W CHOCTAW,LINDSAY,73052,,4057563449,3800,1,0,0,1,0,2,0,2,43180,2095,0,0,45275,16166,14181,30347,6838,10639,47824,466,13363,30,0,3,8,2000,10816,1976,16278,0,20
OK,0056,40,0056,LOCUST GROVE,LOCUST GROVE PUBLIC LIBRARY,CITY HALL COMPLEX,LOCUST GROVE,74352,,9184796585,1400,1,0,0,1,0,0.55,0.55,1.1,2558,772,8134,362,11826,7522,612,8134,433,3189,11756,70,5334,10,0,18,0,1800,4420,1040,5334,0,0
OK,0057,40,0057,MADILL,MADILL CITY LIBRARY,205 EAST OVERTON ST,MADILL,73446,,4057952749,3200,1,0,0,0,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA
OK,0058,40,0058,MANGUM,MANGUM PUBLIC LIBRARY,CIVIC CENTER,MANGUM,73554,,4057823185,3900,1,0,0,3,0,0.9,0,0.9,20131,2150,2128,200,24609,13445,3389,16834,5950,1825,24609,0,15668,16,0,3,35,1750,5200,2600,16579,2,30
OK,0059,40,0059,MANNFORD,MANNFORD PUBLIC LIBRARY,MANNFORD COMMUN CNTR,MANNFORD,74044,0193,9188652665,1900,1,0,0,1,0.38,0.76,0,0.76,11666,1048,0,472,13186,7152,648,7800,2961,1717,12478,10043,7134,13,0,38,6,1500,10608,1040,16693,2,206
OK,0060,40,0060,MARLOW,MARLOW PUBLIC LIBRARY,407 W SEMINOLE,MARLOW,73055,,4056585354,5100,1,0,0,0,0,0.6,0.5,1.1,16893,2812,0,921,20626,12956,3970,16926,2465,842,20233,574,7870,84,0,0,6,1750,13676,104,21993,0,46
OK,0061,40,0061,MAYSVILLE,MAYSVILLE PUBLIC LIBRARY,508 WILLIAMS,MAYSVILLE,73057,,4058674748,1600,1,0,0,0,0,0.88,0,0.88,19746,882,0,214,20842,9739,1596,11335,1963,2973,16271,1257,0,48,0,0,4,1750,2600,520,7589,0,0
OK,0063,40,0063,MEDFORD,MEDFORD PUBLIC LIBRARY,123 S MAIN,MEDFORD,73759,,4053952342,1400,1,0,0,0,0,0.75,0,0.75,17552,772,0,825,19149,10125,2837,12962,5442,720,19124,0,14438,7,0,1,25,1500,5512,884,9915,0,84
OK,0064,40,0064,MIAMI,MIAMI PUBLIC LIBRARY,200 N MAIN,MIAMI,74354,,9185423064,13900,1,0,0,2,1,2,6.5,8.5,188598,7664,0,21219,217481,118431,25248,143679,48595,26633,218907,0,46304,2772,5,620,168,3050,50700,9516,198128,0,390
OK,0065,40,0065,MNTN VIEW,MNTN VIEW - ADDIE DAVIS MEMORIAL LIBRARY,4TH & WASHINGTON,MNTN VIEW,73062,,4053472397,1150,1,0,0,0,0,0.4,0,0.4,590,0,0,871,1461,253,24,277,1294,171,1742,0,5162,0,0,0,6,750,1040,104,2100,0,5
OK,0067,40,0067,MUSTANG,MUSTANG PUBLIC LIBRARY,190 STRASBURG,MUSTANG,73064,,4053762226,10000,1,0,0,1,0,1,1.3,2.3,71434,5514,1117,5643,83708,48979,12108,61087,5514,19465,86066,0,10920,30,0,8,8,3000,27196,4420,27353,0,75
OK,0068,40,0068,NASH,NASH PUBLIC LIBRARY,115 S MAIN,NASH,73761,,4050000000,300,1,0,0,0,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA
OK,0069,40,0069,NEWKIRK,NEWKIRK PUBLIC LIBRARY,W 7TH STREET,NEWKIRK,74647,,4053623934,2700,1,0,0,0,0,0.85,0,0.85,24468,1489,3964,1414,31335,17883,5368,23251,9178,681,33110,0,21047,224,0,94,31,1700,9412,520,19313,0,68
OK,0071,40,0071,NOWATA,NOWATA CITY-COUNTY LIBRARY,224 SOUTH PINE,NOWATA,74048,,9182733363,11300,1,0,0,0,0,1.8,0,1.8,30000,0,0,10614,40614,18657,1950,20607,5037,20077,45721,0,17957,159,0,8,43,1800,12584,728,16171,0,13
OK,0072,40,0072,OILTON,OILTON PUBLIC LIBRARY,MUNICIPAL BLDG,OILTON,74052,,4050000000,1150,1,0,0,0,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA
OK,0073,40,0073,OKEENE,OKEENE PUBLIC LIBRARY,215 N MAIN,OKEENE,73763,,4058223306,1650,1,0,0,0,0,0.44,0,0.44,9907,910,0,1141,11958,9907,0,9907,2031,20,11958,0,7395,0,0,0,11,875,3900,260,4793,0,89
OK,0106,40,0106,OKEMAH,OKEMAH PUBLIC LIBRARY,301 SOUTH 2ND,OKEMAH,74859,,9186231915,3500,1,2,0,2,0,1.16,0,1.16,11425,6451,1664,815,20355,11148,820,11968,4430,3957,20355,0,36500,0,0,18,0,1560,6240,1300,14120,0,0
OK,0075,40,0075,OKMULGEE,OKMULGEE PUBLIC LIBRARY,218 S OKMULGEE,OKMULGEE,74447,,9187561448,16200,1,0,0,3,1,3,3.25,6.25,163633,8932,0,0,172565,87512,28441,115953,29534,26975,172462,0,62706,625,42,169,137,2800,45864,4160,137894,1,85
OK,0076,40,0076,PAULS VALLEY,PAULS VALLEY-NORA SPARKS WARREN LIBRARY,210 N WILLOW,PAULS VALLEY,73075,,4052385188,6100,1,0,0,0,0,3.5,0,3.5,58048,3363,0,19635,81046,42512,8935,51447,17534,9283,78264,1140,33000,710,0,399,87,2125,60372,7800,85980,0,155
OK,0077,40,0077,PAWHUSKA,PAWHUSKA PUBLIC LIBRARY,301 E 6TH,PAWHUSKA,74056,,9182873989,5000,1,0,0,3,0,2,0.7,2.7,53199,2757,0,3237,59193,38100,6424,44524,8348,10286,63158,0,23648,1500,0,0,42,2600,26000,14508,48984,13,103
OK,0078,40,0078,PAWNEE,PAWNEE PUBLIC LIBRARY,COURT HOUSE ANNEX,PAWNEE,74058,,9187622138,1800,1,0,0,0,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA
OK,0079,40,0079,PERKINS,PERKINS - THOMAS-WILHITE MEMORIAL LIBRARY,129 SOUTH MAIN,PERKINS,74059,,4055475185,2400,1,0,0,0,0,0.75,0.3,1.05,19500,1323,0,192,21015,9306,3190,12496,3177,4306,19979,0,8749,33,0,10,2,1650,8580,1560,15790,0,38
OK,0080,40,0080,PERRY,PERRY CARNEGIE LIBRARY,639 CEDAR,PERRY,73077,0798,4053364721,6100,1,0,0,1,0,3.25,0.25,3.5,66464,3363,0,6812,76639,46707,3228,49935,20016,3284,73235,0,23629,146,0,348,55,2200,17732,4108,38884,0,309
OK,0081,40,0081,PONCA CITY,PONCA CITY LIBRARY,515 EAST GRAND,PONCA CITY,74601,5499,4057670345,29000,1,0,0,1,3,8.83,6.13,14.96,399241,15990,1884,5520,422635,200589,55980,256569,52652,114243,423464,0,71631,1089,2,466,275,3400,156104,23192,175399,483,717
OK,0082,40,0082,PRAGUE,PRAGUE PUBLIC LIBRARY,1115 BROADWAY,PRAGUE,74864,,4055674013,2600,1,0,0,1,0,0.75,0,0.75,11343,1434,0,2063,14840,7207,841,8048,4060,2003,14111,0,13198,0,0,0,13,1500,8580,1040,16989,0,16
OK,0083,40,0083,PRYOR,PRYOR PUBLIC LIBRARY,505 EAST GRAHAM,PRYOR,74361,4804,9188250777,9000,1,0,0,0,0,1,3.7,4.7,123689,4962,0,8244,136895,81503,28526,110029,24405,2461,136895,0,27017,89,0,1,103,2150,29120,6500,151479,0,111
OK,0084,40,0084,RUSH SPRINGS,RUSH SPRINGS-GLOVER SPENCER MEMORIAL LIBRARY,6TH & BLAKELY,RUSH SPRINGS,73082,,4054762108,1650,1,0,0,1,0,0.7,0.5,1.2,14147,910,2563,525,18145,12244,3866,16110,1572,915,18597,0,7128,118,0,23,5,1500,3328,520,12306,0,24
OK,0085,40,0085,SAPULPA,SAPULPA PUBLIC LIBRARY,27 W DEWEY,SAPULPA,74066,,9182245624,17900,1,0,0,1,1,4,2,6,107088,9870,1000,4600,122558,72734,8989,81723,31897,14016,127636,10068,49959,849,58,257,62,2700,49244,10712,85073,3,122
OK,0086,40,0086,SAYRE,SAYRE PUBLIC LIBRARY,113 E POPLAR,SAYRE,73662,0399,4059282641,3900,1,0,0,0,0,0.8,0,0.8,20000,2150,0,774,22924,10621,941,11562,7742,3579,22883,26,16456,222,0,20,35,1550,NA,3432,12520,0,120
OK,0087,40,0087,SEMINOLE,SEMINOLE PUBLIC LIBRARY,MAIN & SEMINOLE,SEMINOLE,74868,,4053824221,9300,1,0,0,0,1,1,3,4,77343,0,4464,11268,93075,52240,12276,64516,15239,1389,81144,0,33211,829,0,218,78,2500,48776,2080,40909,0,294
OK,0088,40,0088,SHATTUCK,SHATTUCK PUBLIC LIBRARY,101 SOUTH MAIN,SHATTUCK,73858,,4059385104,1800,1,0,0,1,0,0.4,0.4,0.8,13330,992,0,80,14402,8105,1531,9636,1576,2721,13933,471,14598,137,0,24,14,800,2600,624,15830,0,180
OK,0089,40,0089,STILLWATER,STILLWATER PUBLIC LIBRARY,206 W 6TH,STILLWATER,74074,9998,4053723633,40500,1,0,0,0,2,5.58,10.39,15.97,452049,22731,11765,42441,528986,245517,53262,298779,72253,54908,425940,52428,71753,3003,311,481,292,3500,133744,17212,192088,1076,2861
OK,0090,40,0090,STRATFORD,STRATFORD - CHANDLER-WATTS LIBRARY,340 N OAK,STRATFORD,74872,,4057592684,1600,1,0,0,0,1.23,1.23,1.7,2.93,43016,20728,4746,0,68490,42008,3437,45445,6971,18208,70624,0,14077,115,0,192,62,2750,26000,3380,19475,0,2
OK,0091,40,0091,STROUD,STROUD PUBLIC LIBRARY,210 WEST MAIN,STROUD,74079,0599,9189682567,3300,1,0,0,2,0,0.75,0.63,1.38,27202,1820,0,0,29022,18142,4710,22852,4431,1739,29022,0,10220,38,0,167,4,1500,9360,364,15186,0,50
OK,0092,40,0092,TONKAWA,TONKAWA PUBLIC LIBRARY,216 NORTH SEVENTH,TONKAWA,74653,,4056283366,3800,1,0,0,1,0,1,1.28,2.28,51172,2095,0,1539,54806,29848,6172,36020,7966,7324,51310,0,14654,230,0,64,57,2100,21060,1456,33744,0,209
OK,0107,40,0107,TRYON,TRYON PUBLIC LIBRARY,17 1/2 S MAIN BX 226,TRYON,74875,,9183742227,550,1,0,0,0,0,0.4,0,0.4,761,0,0,381,1142,5101,75,5176,0,1234,6410,1200,2325,0,0,0,0,750,1560,156,1206,0,0
OK,0094,40,0094,VINITA,VINITA PUBLIC LIBRARY,215 W ILLINOIS,VINITA,74301,,9182562115,6600,1,0,0,1,0,1.3,0.4,1.7,35037,4531,0,22902,62470,27540,4393,31933,6306,6407,44646,5220,29732,423,0,0,57,1900,21840,3120,23638,0,126
OK,0095,40,0095,WAGONER,WAGONER CARNEGIE LIBRARY,102 SOUTH STATE,WAGONER,74467,,9184852126,7100,1,0,0,2,0,1.75,1.1,2.85,52979,3915,0,0,56894,27259,6492,33751,9875,4480,48106,1950,15436,252,0,0,42,2700,13832,5200,25647,0,10
OK,0096,40,0096,WALTERS,WALTERS PUBLIC LIBRARY,131 W CALIFORNIA,WALTERS,73572,2042,4058752006,2800,1,0,0,2,0,0.75,0.37,1.12,12814,1544,0,0,14358,10368,690,11058,2529,771,14358,0,15418,0,0,0,48,1500,9204,468,29551,0,31
OK,0097,40,0097,WATONGA,WATONGA PUBLIC LIBRARY,301 N PROUTY,WATONGA,73772,,4056237748,4500,1,0,0,1,0,3,1.13,4.13,105372,2481,0,1417,109270,53950,20372,74322,16400,19172,109894,0,46245,1048,3,220,62,2025,14560,4472,59927,750,169
OK,0098,40,0098,WAURIKA,WAURIKA PUBLIC LIBRARY,224 EAST D STREET,WAURIKA,73573,,4052283312,2500,1,0,0,3,0,1,0.3,1.3,16340,1378,63650,106835,188203,15120,1220,16340,2119,94,18553,169650,8300,0,0,6,10,2250,4836,1976,15004,0,216
OK,0099,40,0099,WAYNOKA,WAYNOKA PUBLIC LIBRARY,205 EAST CECIL,WAYNOKA,73860,,4058246181,1350,1,0,0,1,0,0.1,0.5,0.6,4815,744,3497,305,9361,4502,267,4769,1889,1930,8588,0,7976,16,0,21,4,1400,7800,624,6688,0,44
OK,0100,40,0100,WETUMKA,WETUMKA PUBLIC LIBRARY,202 N MAIN,WETUMKA,74883,,4054525825,1700,1,0,0,1,0,0.5,0,0.5,11987,937,0,0,12924,8274,568,8842,4500,717,14059,0,14304,0,0,35,14,1000,6864,1040,12503,0,0
OK,0101,40,0101,WEWOKA,WEWOKA PUBLIC LIBRARY,118 W 5TH,WEWOKA,74884,,4052573225,4800,1,0,0,1,0,1.63,0,1.63,273170,2647,0,0,275817,16139,3088,19227,5780,4676,29683,0,21770,111,78,0,31,2000,13936,468,11010,0,14
OK,0102,40,0102,WOODWARD,WOODWARD PUBLIC LIBRARY,1500 MAIN,WOODWARD,73801,,4052543401,14700,1,0,0,1,0,3,1.6,4.6,131768,8105,5767,11512,157152,85553,26466,112019,24734,20352,157105,809,29926,1429,48,357,89,2625,83044,11284,80201,0,558
OK,0103,40,0103,WYNNEWOOD,WYNNEWOOD PUBLIC LIBRARY,212 S DEAN A MCGEE,WYNNEWOOD,73098,,4056652512,2800,1,0,0,0,0,0.75,0,0.75,17100,1544,0,340,18984,8302,1945,10247,3425,848,14520,0,6534,0,0,0,4,1500,2340,156,7246,0,0
OK,0104,40,0104,YALE,YALE PUBLIC LIBRARY,213 N MAIN,YALE,74085,,9183872135,1800,1,0,0,1,0,1.16,0.3,1.46,21921,992,5000,287,28200,13692,3398,17090,2740,3296,23126,6248,9515,655,0,1,18,1950,8320,260,18619,0,2
OK,0105,40,0105,YUKON,YUKON - MABEL C FRY PUBLIC LIBRARY,500 WEST MAIN,YUKON,73099,,4053548232,23000,1,0,0,1,0,2,3,5,121112,12682,0,3836,137630,71728,28539,100267,27827,10805,138899,0,26943,183,1,89,63,2500,48048,17472,91620,0,247
OK,0007,40,0007,ARDMORE,CHICKASAW LIBRARY SYSTEM,601 RAILWAY EXPRESS,ARDMORE,73401,,4052233164,92800,1,7,2,1,3,5,20,25,444772,85618,13219,67966,611575,386788,55439,442227,97992,133043,673262,85277,93986,4074,439,1765,479,15938,248300,27820,340555,631,2789
OK,0066,40,0066,MUSKOGEE,EASTERN OKLAHOMA DISTRICT LIBRARY SYSTEM,801 W OKMULGEE,MUSKOGEE,74401,,9186832846,202800,1,12,0,2,6,18.4,33.8,52.2,1634360,157037,69435,104554,1965386,843563,252302,1095865,331743,359747,1787355,72158,343198,843,0,779,644,28886,425256,56940,652901,991,6604
OK,0074,40,0074,OKLA CITY,METROPOLITAN LIBRARY SYSTEM,131 DEAN A MCGEE AVE,OKLA CITY,73102,6499,4052350571,628000,1,10,5,3,36,60.5,148,208.5,7811736,385563,153240,638420,8988959,4262118,1031232,5293350,1204264,2310634,8808248,293484,918957,21159,27,6111,1655,35672,1934400,482404,4237844,4849,4062
OK,0070,40,0070,NORMAN,PIONEER LIBRARY SYSTEM,225 N WEBSTER,NORMAN,73069,,4053211481,245400,1,7,0,2,16,30.5,37.75,68.25,1993147,159477,46144,195043,2393811,1340596,237504,1578100,309050,434449,2321599,50786,285005,0,4,265,1046,22646,1141972,155948,1283632,1162,3658
OK,0062,40,0062,MCALESTER,SOUTHEASTERN PUBLIC LIBRARY SYSTEM OF OKLA,401 N 2ND,MCALESTER,74501,,9184260456,166900,1,14,0,2,1,15,22,37,728625,164465,10640,45295,949025,470685,90500,561185,148330,167615,877130,9861,236733,0,0,0,485,28548,408148,46176,672133,3393,9620
OK,0002,40,0002,ALTUS,SOUTHERN PRAIRIE LIBRARY SYSTEM,421 NORTH HUDSON,ALTUS,73521,,4054772890,35100,1,2,2,3,2,3.87,6.03,9.9,203628,34223,15961,12128,265940,139827,27870,167697,32698,56446,256841,0,60592,465,213,1008,150,5770,69992,18460,122085,128,610
OK,0093,40,0093,TULSA,TULSA CITY-COUNTY LIBRARY SYSTEM,400 CIVIC CENTER,TULSA,74103,,9185967897,516400,1,20,1,3,51,64,134.75,198.75,7896905,290460,50413,777032,9014810,4217210,768638,4985848,1525704,1480977,7992529,914279,833764,0,0,0,6690,17680,602160,526240,3270709,4563,8469
OK,0024,40,0024,CLINTON,WESTERN PLAINS LIBRARY SYSTEM,605 AVANT,CLINTON,73601,3996,4053230974,57000,1,7,2,2,2,12,6,18,468158,82968,9669,23769,584564,296706,69841,366547,112731,98936,578214,52749,340087,1869,87,1173,214,1397,115180,13468,36191,1498,2325
